-1.000000,-1.000000
1178.867188,1776.039551
1178.867188,1764.487061
1174.865234,1741.218384
1167.371216,1716.338379
1160.426392,1670.301025
1146.096191,1617.802368
1132.426636,1562.741333
1111.291626,1495.682861
1090.731812,1431.240479
1076.098877,1374.332031
1058.183350,1324.610840
1051.059326,1302.728394
1042.957153,1277.887451
1035.683350,1255.658691
1028.247192,1232.957397
1020.802612,1210.257568
1002.196472,1181.937744
979.225464,1158.665405
956.699829,1130.298218
933.801086,1107.234619
910.479797,1095.294922
851.794556,1044.995605
799.864807,999.889771
746.193726,947.234192
694.735779,908.773499
650.250122,845.572571
612.057861,791.345642
592.654175,738.137085
582.733765,717.411011
582.738098,665.457153
582.737915,641.800964
593.976196,616.283325
604.420776,589.533264
621.299805,554.985535
639.898926,525.439087
663.249390,502.676300
682.496094,477.994873
709.601501,462.568329
736.896179,453.463074
792.200623,434.126251
858.240967,431.255493
919.911377,440.068634
993.790771,449.462830
1057.235229,456.463440
1113.401367,469.051544
1162.626587,485.478485
1206.912720,514.775513
1240.129761,540.326416
1265.683716,575.641174
1293.334106,601.198364
1304.898315,616.198303
1314.687378,628.001892
1317.970581,639.695557
1324.655518,651.621765
1328.015991,657.611694
-1.000000,-1.000000
1552.661133,1007.324463
1536.298096,1027.803223
1523.081421,1049.766113
1506.557373,1077.173584
1479.812500,1137.918945
1466.775635,1180.880371
1457.158203,1217.806641
1457.158936,1273.478027
1464.809326,1349.702881
1482.440918,1390.567627
1509.177002,1435.033447
1537.979736,1469.075684
1558.744385,1486.598022
1579.425537,1515.607788
1596.061890,1536.723877
1599.621338,1548.678955
1599.621582,1560.355103
1595.736816,1571.613892
1572.501587,1603.695435
1551.942871,1620.694336
1523.237427,1634.573486
1493.151611,1645.607422
1473.583740,1645.424072
1450.156006,1651.844238
1436.723877,1651.805664
1430.188721,1651.794434
